name,Latitude,Longitude,Number,Street,City,State,County,Zip,url,count,total_homeless,adjusted_homeless
Multi,47.301386,-122.317822,1200,S 336th St,Federal Way,WA,Seattle/King County CoC,98003,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7785,35,11751,335.74285714285713
Federal Way Day Center,47.301387,-122.317192,33505,13th Pl S,Federal Way,WA,Seattle/King County CoC,98003,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15034,35,11751,335.74285714285713
REACH OUT Homeless Winter Shelter Program,47.383197,-122.249203,1229,W Smith St,Kent,WA,Seattle/King County CoC,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15716,35,11751,335.74285714285713
Home Program Kent WA,47.383197,-122.249203,1229,W Smith St,Kent,WA,Seattle/King County CoC,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15156,35,11751,335.74285714285713
ARISE Shelter Kent,47.383197,-122.249203,1229,W Smith St,Kent,WA,Seattle/King County CoC,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14329,35,11751,335.74285714285713
The New Bethlehem Day Center,47.675809,-122.180933,11920,NE 80th St,Kirkland,WA,Seattle/King County CoC,98033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15241,35,11751,335.74285714285713
Eastside Emergency Shelter,47.680746,-122.208625,701,1st St,Kirkland,WA,Seattle/King County CoC,98033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15711,35,11751,335.74285714285713
Welcome Home Society,47.759791,-122.284377,18403,Ballinger Way NE,Lake Forest Park,WA,Seattle/King County CoC,98155,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8216,35,11751,335.74285714285713
Community House on Broadway,46.137673,-122.931693,1107,Broadway St,Longview,WA,Washington Balance of State CoC,98632,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10492,27,5668,209.92592592592592
New Way Ministries,48.938406,-122.462749,205,S Bc Ave,Lynden,WA,Washington Balance of State CoC,98264,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14456,27,5668,209.92592592592592
Friendship House,48.415301,-122.336411,1008,S 3rd St,Mount Vernon,WA,Washington Balance of State CoC,98273,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12027,27,5668,209.92592592592592
Fresh Start Housing of Washington,47.899709,-122.291905,10924,Mukilteo Speedway,Mukilteo,WA,Everett/Snohomish County CoC,98275,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14003,6,1132,188.66666666666666
Opportunity Council,48.29842,-122.636003,1791,NE 1st Ave,Oak Harbor,WA,Washington Balance of State CoC,98277,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9501,27,5668,209.92592592592592
CADA,48.28753,-122.654182,275,SE Pioneer Way,Oak Harbor,WA,Washington Balance of State CoC,98277,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14453,27,5668,209.92592592592592
Providence Community Care Center,47.045779,-122.899583,225,State Ave NE,Olympia,WA,Washington Balance of State CoC,98501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15037,27,5668,209.92592592592592
Drexel House,47.04422,-122.860512,604,Devoe St SE,Olympia,WA,Washington Balance of State CoC,98501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15038,27,5668,209.92592592592592
Prison Mission Association,47.508632,-122.61913,1774,SE Vale Rd,Port Orchard,WA,Washington Balance of State CoC,98366,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7883,27,5668,209.92592592592592
Olympic Community Action Programs,48.105572,-122.804832,823,Commerce Loop,Port Townsend,WA,Washington Balance of State CoC,98368,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7833,27,5668,209.92592592592592
Community Action Center,46.713721,-117.182813,350,SE Fairmount Rd,Pullman,WA,Washington Balance of State CoC,99163,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7334,27,5668,209.92592592592592
ARISE Shelter  Renton,47.478354,-122.212344,314,S 4th St,Renton,WA,Seattle/King County CoC,98057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14328,35,11751,335.74285714285713
REACH Center of Hope,47.4746,-122.204878,1055,S Grady Way,Renton,WA,Seattle/King County CoC,98057,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15161,35,11751,335.74285714285713
YWCA Emergency Shelter,47.607866,-122.332604,1118,5th Ave,Seattle,WA,Seattle/King County CoC,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8254,35,11751,335.74285714285713
Salvation Army Women's Shelter,47.613296,-122.328571,1101,Pike St,Seattle,WA,Seattle/King County CoC,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7989,35,11751,335.74285714285713
Noel House Women's Referral Center,47.613198,-122.341625,2030,3rd Ave,Seattle,WA,Seattle/King County CoC,98121,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7813,35,11751,335.74285714285713
Mary's Place Seattle,47.615524,-122.333971,1830,9th Ave,Seattle,WA,Seattle/King County CoC,98101,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15160,35,11751,335.74285714285713
Seattle's Union Gospel Mission,47.537304,-122.283972,3802,S Othello St,Seattle,WA,Seattle/King County CoC,98118,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8017,35,11751,335.74285714285713
Seattle's Union Gospel Mission,47.599414,-122.331328,318,2nd Ave Extension S,Seattle,WA,Seattle/King County CoC,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8016,35,11751,335.74285714285713
Downtown Emergency Service Center,47.377259,-122.236467,515,3rd Ave S,Seattle,WA,Seattle/King County CoC,98032,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15155,35,11751,335.74285714285713
Compass Center,47.600746,-122.335189,77,S Washington St,Seattle,WA,Seattle/King County CoC,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7466,35,11751,335.74285714285713
Seattle City Hall Shelter,47.603953,-122.330498,600,4th Ave,Seattle,WA,Seattle/King County CoC,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15159,35,11751,335.74285714285713
Roots Young Adult Shelter,47.659266,-122.312375,1415,NE 43rd St,Seattle,WA,Seattle/King County CoC,98105,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15180,35,11751,335.74285714285713
Sacred Heart Shelter,47.62072,-122.353764,232,Warren Ave N,Seattle,WA,Seattle/King County CoC,98109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7941,35,11751,335.74285714285713
Aloha Inn,47.636512,-122.344179,1911,Aurora Ave N,Seattle,WA,Seattle/King County CoC,98109,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15036,35,11751,335.74285714285713
Jubilee Women's Center,47.625122,-122.308323,620,18th Ave E,Seattle,WA,Seattle/King County CoC,98112,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15602,35,11751,335.74285714285713
Emergency Family Shelter,47.615163,-122.344428,314,Bell St,Seattle,WA,Seattle/King County CoC,98121,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15097,35,11751,335.74285714285713
Saint Martin dePorres Shelter,47.588596,-122.338654,1561,Alaskan Way S,Seattle,WA,Seattle/King County CoC,98134,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7949,35,11751,335.74285714285713
Salvation Army William Booth Center,47.595494,-122.325375,811,Maynard Ave S,Seattle,WA,Seattle/King County CoC,98134,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8236,35,11751,335.74285714285713
Seattle Indian Center,47.599766,-122.314406,1265,S Main St,Seattle,WA,Seattle/King County CoC,98144,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8015,35,11751,335.74285714285713
Bread of Life Mission,47.599897,-122.334573,97,S Main St,Seattle,WA,Seattle/King County CoC,98104,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9739,35,11751,335.74285714285713
Volunteers of America Spokane,47.654371,-117.420781,525,W 2nd Ave,Spokane,WA,Spokane City & County CoC,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8206,7,1559,222.71428571428572
Hope House Spokane,47.65339,-117.413991,111,W 3rd Ave,Spokane,WA,Spokane City & County CoC,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14559,7,1559,222.71428571428572
House of Charity,47.655757,-117.413068,32,W Pacific Ave,Spokane,WA,Spokane City & County CoC,99201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9536,7,1559,222.71428571428572
St. Margaret's Shelter,47.65026,-117.409169,101,E Hartson Ave,Spokane,WA,Spokane City & County CoC,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12628,7,1559,222.71428571428572
Union Gospel Mission (Spokane),47.661353,-117.392,1224,E Trent Ave,Spokane,WA,Spokane City & County CoC,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8173,7,1559,222.71428571428572
Truth Ministries,47.65713,-117.382312,1910,E Sprague Ave,Spokane,WA,Spokane City & County CoC,99202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10413,7,1559,222.71428571428572
The Salvation Army Emergency Family Shelter,47.674835,-117.407501,204,E Indiana Ave,Spokane,WA,Spokane City & County CoC,99207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15682,7,1559,222.71428571428572
Family Renewal Shelter,47.194193,-122.434351,6832,Pacific Ave,Tacoma,WA,"Tacoma, Lakewood/Pierce County CoC",98408,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15083,5,1897,379.4
MDC,47.256976,-122.443754,721,S Fawcett Ave,Tacoma,WA,"Tacoma, Lakewood/Pierce County CoC",98402,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12868,5,1897,379.4
Tacoma Rescue Mission,47.235764,-122.439087,425,S Tacoma Way,Tacoma,WA,"Tacoma, Lakewood/Pierce County CoC",98402,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14953,5,1897,379.4
Nativity House Day Shelter,47.249226,-122.445977,702,S 14th St,Tacoma,WA,"Tacoma, Lakewood/Pierce County CoC",98405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14955,5,1897,379.4
Access Point 4 Housing,47.250348,-122.448959,901,S 13th St,Tacoma,WA,"Tacoma, Lakewood/Pierce County CoC",98405,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15082,5,1897,379.4
Mid,47.448432,-120.336512,1707,Stella Ave,Wenatchee,WA,Washington Balance of State CoC,98801,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10572,27,5668,209.92592592592592
You Belong Community,47.761953,-122.113938,16902,NE Woodinville Duvall Rd,Woodinville,WA,Seattle/King County CoC,98072,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20356,35,11751,335.74285714285713
Sunrise Outreach Center,46.605659,-120.50492,221,E Martin Luther King Jr Blvd,Yakima,WA,Washington Balance of State CoC,98901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12239,27,5668,209.92592592592592
Rod's House,46.600607,-120.499111,204,S Naches Ave,Yakima,WA,Washington Balance of State CoC,98901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10568,27,5668,209.92592592592592
Salvation Army of Yakima,46.602317,-120.53084,310,N 16th Ave,Yakima,WA,Washington Balance of State CoC,98902,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10569,27,5668,209.92592592592592
YWCA Family Crisis Program,46.598449,-120.520928,818,W Yakima Ave,Yakima,WA,Washington Balance of State CoC,98902,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10579,27,5668,209.92592592592592
"George W. Harris, Jr. Runaway & Youth Crisis Shelter",27.88755,-81.82796,1060,US Highway 17 S,Bartow,FL,"Lakeland, Winterhaven/Polk County CoC",33830,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15593,7,612,87.42857142857143
Belle Glade Families First of Palm Beach County,26.696413,-80.682677,1500,NW Ave L,Belle Glade,FL,West Palm Beach/Palm Beach County CoC,33430,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14407,18,1510,83.88888888888889
"Shepherd LightHouse, Inc",29.06191,-82.051003,5930,SE Robinson Rd,Belleview,FL,Ocala/Marion County CoC,34420,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12698,5,523,104.6
The Path of Citrus County,28.925408,-82.461035,21,S Melbourne St,Beverly Hills,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34465,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10462,14,703,50.214285714285715
Salvation Army Boca Raton Social Services,26.34663,-80.0895,300,SW 2nd Ave,Boca Raton,FL,West Palm Beach/Palm Beach County CoC,33432,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11365,18,1510,83.88888888888889
Cafe of Life,26.339348,-81.778179,10540,Childers St,Bonita Springs,FL,"Ft Myers, Cape Coral/Lee County CoC",34135,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7223,4,444,111.0
Vetsville Cease Fire House,26.546611,-80.062773,291,NE 19th Ave,Boynton Beach,FL,West Palm Beach/Palm Beach County CoC,33435,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11036,18,1510,83.88888888888889
Faith Farm,26.534486,-80.205086,9538,US Hwy 441,Boynton Beach,FL,West Palm Beach/Palm Beach County CoC,33472,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7448,18,1510,83.88888888888889
Salvation Army Bradenton Emergency Shelter,27.488595,-82.575515,1204,14th St W,Bradenton,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",34205,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7956,5,1044,208.8
"Jericho Road Ministries, Inc Women's Shelter",28.573002,-82.379075,1163,Howell Ave,Brooksville,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9648,14,703,50.214285714285715
"Jericho Road Ministries, Inc Men's shelter",28.556302,-82.375775,1090,Mondon Hill Rd,Brooksville,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9649,14,703,50.214285714285715
Mid Florida Community Services,28.544483,-82.373671,820,Kennedy Blvd,Brooksville,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7763,14,703,50.214285714285715
The Sheltering Tree,29.467445,-81.257983,205,N Pine St,Bunnell,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32110,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10515,8,904,113.0
"Homeless Emergency Project, Inc. (HEP)",27.977043,-82.783975,1120,N Betty Ln,Clearwater,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33755,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9475,8,2226,278.25
Pinellas Hope,27.885034,-82.711734,5726,126th Ave N,Clearwater,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33760,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9926,8,2226,278.25
Pinellas Safe Harbor,27.90563,-82.70179,14840,49th St N,Clearwater,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33762,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15456,8,2226,278.25
Central Brevard Sharing Center,28.354488,-80.749244,113,Aurora St,Cocoa,FL,"Palm Bay, Melbourne/Brevard County CoC",32922,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10793,2,940,470.0
Crestview Area Shelter for the Homeless,30.743777,-86.565936,120,Duggan Ave,Crestview,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",32536,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16015,5,351,70.2
Mission in Citrus Inc,28.898504,-82.561842,2488,N Pennsylvania Ave,Crystal River,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34428,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9998,14,703,50.214285714285715
The Foundation,28.337843,-81.677737,,Polo Park Blvd,Davenport,FL,"Lakeland, Winterhaven/Polk County CoC",33897,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15514,7,612,87.42857142857143
Homeless Coallition Daytona Beach,29.221686,-81.029466,316,North St,Daytona Beach,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13215,8,904,113.0
Halifax Urban Ministries Barracks of Hope,29.221702,-81.030331,605,N Segrave St,Daytona Beach,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7549,8,904,113.0
Palmetto House,29.206168,-81.01905,336,S Palmetto Ave,Daytona Beach,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7861,8,904,113.0
Family Renew Community,29.200041,-81.014707,105,South St,Daytona Beach,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32114,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8460,8,904,113.0
Family Renew Community,29.024659,-81.30717,259,W Voorhis Ave,Deland,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32720,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8461,8,904,113.0
Family Promise of South Palm Beach County,26.473504,-80.064267,840,George Bush Blvd,Delray Beach,FL,West Palm Beach/Palm Beach County CoC,33483,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11029,18,1510,83.88888888888889
Blue Door Homeless Outreach Ministry,30.394443,-86.504194,307,Harbor Blvd,Destin,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",32541,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=20340,5,351,70.2
Helping Hands Ministries,28.835688,-81.685989,16,W St Louis Ave,Eustis,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",32726,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13958,14,703,50.214285714285715
BC Central Homeless Assistance Center,26.135714,-80.15042,920,NW 7th Ave,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11007,16,2211,138.1875
Covenant House Florida,26.133702,-80.105698,733,Breakers Ave,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33304,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11003,16,2211,138.1875
Broward County Homeless HelpLine,26.169057,-80.157548,3217,NW 10th Terrace,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33309,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11030,16,2211,138.1875
Hope South Florida,26.138908,-80.143783,1100,N Andrews Ave,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11008,16,2211,138.1875
Salvation Army Fort Lauderdale,26.122331,-80.16077,1445,W Broward Blvd,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33312,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11002,16,2211,138.1875
The Homeless Voice Shelter,26.091044,-80.209264,4361,SW 25th St,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33317,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8134,16,2211,138.1875
Salvation Army Red Shield Lodge,27.7562665,-82.6383356,310,S 14th Ave,St Petersburg,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",33901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7959,8,2226,278.25
Serenity Center and Shelter,26.662461,-81.827701,4231,Desoto Ave,Fort Myers,FL,"Ft Myers, Cape Coral/Lee County CoC",33905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13689,4,444,111.0
Ann's Restoration House,26.667278,-81.815614,599,Carolina Ave,Fort Myers,FL,"Ft Myers, Cape Coral/Lee County CoC",33905,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13631,4,444,111.0
Image of Christ,27.446949,-80.335888,1203,Orange Ave,Fort Pierce,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",34950,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11033,8,1379,172.375
"Opportunity Place, Inc.",30.424694,-86.652834,305,Lovejoy Rd,Fort Walton Beach,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14920,5,351,70.2
Fresh Start,30.414944,-86.612021,8,Bobolink St NE,Fort Walton Beach,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14630,5,351,70.2
Shelter House Domestic and Sexual Violence Center,30.410754,-86.601141,16,Ferry Rd SE,Fort Walton Beach,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",32548,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14631,5,351,70.2
Frostproof Care Center,27.745473,-81.53035,17,Scenic Hwy S,Frostproof,FL,"Lakeland, Winterhaven/Polk County CoC",33843,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7488,7,612,87.42857142857143
Broward Partnership for the Homeless Central Campus,26.135714,-80.15042,920,NW 7th Ave,Fort Lauderdale,FL,Ft Lauderdale/Broward County CoC,33311,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7218,16,2211,138.1875
Ft Myers Rescue Mission,26.643548,-81.831982,6900,Mission Ln,Fort Myers,FL,"Ft Myers, Cape Coral/Lee County CoC",33916,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7489,4,444,111.0
"Family Promise of Gainesville, Florida, Inc.",29.649925,-82.329679,226,SW 5th St,Gainesville,FL,"Gainesville/Alachua, Putnam Counties CoC",32601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13389,4,880,220.0
St Francis House Emergency Shelter,29.648058,-82.324821,413,S Main St,Gainesville,FL,"Gainesville/Alachua, Putnam Counties CoC",32601,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12265,4,880,220.0
GRACE Marketplace,29.680298,-82.288164,3055,NE 28th Dr,Gainesville,FL,"Gainesville/Alachua, Putnam Counties CoC",32609,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15237,4,880,220.0
Austin Hepburn Senior Mini Center,25.994069,-80.158469,750,NW 8th Ave,Hallandale Beach,FL,Ft Lauderdale/Broward County CoC,33009,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15302,16,2211,138.1875
Salvation Army Hialeah Support Services,25.890454,-80.293816,7450,W 4th Ave,Hialeah,FL,Miami-Dade County CoC,33014,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11369,18,3560,197.77777777777777
St Vincent DePaul Society,27.058233,-80.135411,12001,SE Federal Hwy,Hobe Sound,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",33455,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8065,8,1379,172.375
Family Renew Community,29.0246923,-81.3094264,259,W Voorhis Ave,Deland,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32117,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8459,8,904,113.0
Daytona Rescue Mission,29.234733,-81.034776,501,Ridgewood Ave,Holly Hill,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",32117,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7380,8,904,113.0
Jubilee Center of South Broward Inc,26.029579,-80.148185,2020,Scott St,Hollywood,FL,Ft Lauderdale/Broward County CoC,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7674,16,2211,138.1875
Rebel's Drop in Center,26.039679,-80.165985,3400,N 29th Ave,Hollywood,FL,Ft Lauderdale/Broward County CoC,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15347,16,2211,138.1875
Broward Outreach Center Hollywood,26.029564,-80.148936,2056,Scott St,Hollywood,FL,Ft Lauderdale/Broward County CoC,33020,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11005,16,2211,138.1875
South Miami Dade Center,25.4844,-80.3908,28205,SW 125th Ave,Homestead,FL,Miami-Dade County CoC,33033,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11026,18,3560,197.77777777777777
"The Sanctuary Mission, Inc",28.80437,-82.557906,7463,W Grover Cleveland Blvd,Homosassa,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34446,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14929,14,703,50.214285714285715
The Rope Center,28.362865,-82.69823,14121,Water Tower Dr,Hudson,FL,Pasco County CoC,34667,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10321,2,898,449.0
Immokalee Friendship House,26.418867,-81.422629,602,W Main St,Immokalee,FL,Naples/Collier County CoC,34142,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7635,4,603,150.75
Mission in Citrus Inc,28.831113,-82.329168,306,S Park Ave,Inverness,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",34452,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15030,14,703,50.214285714285715
Mission House,30.286971,-81.397405,800,Shetter Ave,Jacksonville Beach,FL,"Jacksonville-Duval, Clay Counties CoC",32250,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9226,6,1366,227.66666666666666
City Rescue Mission,30.333355,-81.659554,234,State St W,Jacksonville,FL,"Jacksonville-Duval, Clay Counties CoC",32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7310,6,1366,227.66666666666666
IM Sulzbacher Center for the Homeless,30.32697,-81.648995,611,Adams St E,Jacksonville,FL,"Jacksonville-Duval, Clay Counties CoC",32202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7632,6,1366,227.66666666666666
